Día;Mes;Horario;Hora;Edad;Sexo
Viernes;10;Mañana;11;63;Mujer
Miércoles;10;Mañana;12;19;Hombre
Miércoles;10;Mañana;13;37;Mujer
Miércoles;10;Tarde;14;5;Hombre
Miércoles;10;Tarde;14;26;Hombre
Jueves;10;Mañana;12;52;Mujer
Jueves;10;Mañana;12;44;Hombre
Miércoles;10;Mañana;13;38;Hombre
Miércoles;10;Mañana;13;43;Hombre
Miércoles;10;Tarde;15;27;Mujer
Miércoles;10;Tarde;18;13;Hombre
Miércoles;10;Tarde;20;32;Mujer
Miércoles;10;Tarde;21;33;Hombre
Miércoles;10;Tarde;21;52;Hombre
Miércoles;10;Tarde;21;33;Hombre
Miércoles;10;Tarde;21;63;Hombre
Jueves;10;Noche;0;44;Mujer
Jueves;10;Noche;0;23;Hombre
Miércoles;10;Tarde;20;47;Mujer
Jueves;10;Mañana;7;59;Mujer
Jueves;10;Mañana;11;38;Hombre
Jueves;10;Mañana;11;31;Hombre
Jueves;10;Mañana;12;82;Mujer
Jueves;10;Mañana;13;74;Mujer
Jueves;10;Tarde;14;41;Mujer
Jueves;10;Tarde;14;30;Hombre
Jueves;10;Tarde;17;51;Hombre
Jueves;10;Tarde;15;23;Mujer
Jueves;10;Tarde;16;30;Hombre
Jueves;10;Tarde;17;32;Hombre
Jueves;10;Tarde;19;62;Hombre
Jueves;10;Tarde;17;54;Hombre
Jueves;10;Tarde;20;27;Mujer
Jueves;10;Tarde;20;23;Hombre
Jueves;10;Tarde;18;60;Hombre
Jueves;10;Tarde;18;43;Hombre
Jueves;10;Noche;22;19;Hombre
Jueves;10;Noche;23;17;Hombre
Viernes;10;Mañana;8;18;Hombre
Viernes;10;Mañana;8;34;Mujer
Viernes;10;Mañana;8;40;Mujer
Viernes;10;Mañana;9;36;Hombre
Viernes;10;Mañana;9;37;Mujer
Viernes;10;Mañana;8;58;Hombre
Viernes;10;Mañana;10;46;Hombre
Jueves;10;Tarde;21;19;Hombre
Viernes;10;Tarde;14;22;Hombre
Viernes;10;Tarde;14;47;Mujer
Viernes;10;Tarde;14;58;Mujer
Viernes;10;Tarde;16;28;Hombre
Viernes;10;Tarde;16;93;Mujer
Viernes;10;Tarde;16;46;Hombre
Viernes;10;Tarde;18;32;Hombre
Viernes;10;Tarde;18;48;Mujer
Viernes;10;Tarde;15;25;Hombre
Viernes;10;Tarde;18;39;Hombre
Sábado;10;Noche;22;36;Hombre
Sábado;10;Mañana;7;27;Hombre
Sábado;10;Mañana;7;32;Hombre
Sábado;10;Mañana;12;77;Mujer
Sábado;10;Mañana;12;42;Hombre
Viernes;10;Tarde;21;33;Hombre
Viernes;10;Tarde;20;80;Hombre
Viernes;10;Tarde;20;36;Mujer
Viernes;10;Tarde;15;31;Hombre
Viernes;10;Tarde;19;51;Mujer
Sábado;10;Mañana;10;58;Hombre
Sábado;10;Mañana;10;49;Mujer
Sábado;10;Mañana;10;55;Hombre
Viernes;10;Mañana;13;33;Hombre
Domingo;10;Noche;0;52;Hombre
Domingo;10;Noche;2;52;Hombre
Domingo;10;Noche;2;24;Mujer
Domingo;10;Noche;2;27;Mujer
Domingo;10;Noche;2;25;Hombre
Domingo;10;Noche;2;26;Hombre
Domingo;10;Noche;2;57;Hombre
Sábado;10;Noche;23;18;Mujer
Sábado;10;Noche;23;54;Hombre
Sábado;10;Noche;23;18;Hombre
Domingo;10;Mañana;11;82;Mujer
Domingo;10;Mañana;11;37;Mujer
Domingo;10;Mañana;11;20;Hombre
Domingo;10;Mañana;12;68;Hombre
Domingo;10;Mañana;13;69;Hombre
Domingo;10;Tarde;14;33;Hombre
Domingo;10;Tarde;15;42;Hombre
Domingo;10;Tarde;17;19;Hombre
Lunes;10;Mañana;7;27;Mujer
Lunes;10;Mañana;7;35;Hombre
Lunes;10;Mañana;8;49;Mujer
Lunes;10;Mañana;8;47;Hombre
Lunes;10;Mañana;9;35;Mujer
Lunes;10;Mañana;9;30;Hombre
Lunes;10;Mañana;10;70;Mujer
Lunes;10;Mañana;7;21;Mujer
Lunes;10;Mañana;7;34;Mujer
Lunes;10;Mañana;13;61;Mujer
Lunes;10;Mañana;12;33;Mujer
Lunes;10;Mañana;12;51;Hombre
Lunes;10;Mañana;13;17;Hombre
Lunes;10;Tarde;14;75;Mujer
Lunes;10;Tarde;14;27;Mujer
Lunes;10;Tarde;14;26;Hombre
Lunes;10;Tarde;14;18;Hombre
Lunes;10;Tarde;17;62;Hombre
Lunes;10;Tarde;19;51;Mujer
Lunes;10;Tarde;19;59;Hombre
Lunes;10;Tarde;19;23;Mujer
Lunes;10;Tarde;19;30;Hombre
Lunes;10;Tarde;20;23;Hombre
Martes;10;Noche;0;38;Mujer
Martes;10;Mañana;8;54;Mujer
Martes;10;Mañana;8;52;Hombre
Martes;10;Mañana;11;42;Mujer
Martes;10;Mañana;11;63;Mujer
Martes;10;Mañana;11;1;Hombre
Martes;10;Mañana;11;47;Hombre
Martes;10;Mañana;11;69;Hombre
Martes;10;Mañana;11;84;Hombre
Martes;10;Mañana;11;50;Hombre
Martes;10;Mañana;9;28;Hombre
Martes;10;Mañana;12;82;Hombre
Martes;10;Mañana;12;42;Mujer
Martes;10;Mañana;12;47;Hombre
Martes;10;Mañana;11;26;Mujer
Martes;10;Mañana;13;26;Hombre
Martes;10;Tarde;14;57;Hombre
Lunes;10;Tarde;17;49;Mujer
Martes;10;Tarde;17;13;Hombre
Martes;10;Tarde;14;21;Hombre
Martes;10;Tarde;15;31;Mujer
Martes;10;Tarde;17;31;Hombre
Martes;10;Tarde;16;48;Mujer
Martes;10;Tarde;18;31;Hombre
Martes;10;Tarde;18;42;Hombre
Martes;10;Tarde;18;38;Hombre
Martes;10;Tarde;21;56;Mujer
Martes;10;Tarde;17;36;Hombre
Martes;10;Tarde;19;39;Mujer
Martes;10;Tarde;19;32;Hombre
Martes;10;Tarde;16;52;Hombre
Martes;10;Tarde;20;51;Mujer
Martes;10;Tarde;20;58;Mujer
Martes;10;Tarde;20;8;Mujer
Miércoles;10;Noche;0;33;Hombre
Martes;10;Noche;23;32;Hombre
Viernes;9;Tarde;21;44;Hombre
Martes;10;Tarde;20;23;Mujer
Martes;10;Tarde;20;23;Hombre
Miércoles;10;Mañana;7;38;Mujer
Miércoles;10;Mañana;7;52;Mujer
Martes;10;Tarde;16;51;Hombre
Martes;10;Tarde;16;70;Hombre
Miércoles;10;Mañana;9;24;Hombre
Miércoles;10;Mañana;11;41;Hombre
Miércoles;10;Mañana;9;31;Mujer
Miércoles;10;Mañana;12;24;Hombre
Miércoles;10;Mañana;9;28;Hombre
Miércoles;10;Mañana;12;51;Mujer
Miércoles;10;Mañana;12;52;Mujer
Miércoles;10;Mañana;12;68;Hombre
Miércoles;10;Tarde;14;28;Mujer
Miércoles;10;Mañana;13;44;Hombre
Miércoles;10;Mañana;13;37;Mujer
Miércoles;10;Tarde;15;33;Mujer
Miércoles;10;Tarde;16;56;Mujer
Miércoles;10;Tarde;17;38;Mujer
Miércoles;10;Tarde;17;29;Hombre
Miércoles;10;Tarde;15;19;Hombre
Miércoles;10;Tarde;14;56;Hombre
Miércoles;10;Tarde;18;46;Hombre
Miércoles;10;Tarde;18;65;Hombre
Miércoles;10;Tarde;20;79;Mujer
Miércoles;10;Tarde;20;36;Hombre
Miércoles;10;Tarde;18;20;Mujer
Miércoles;10;Tarde;18;56;Hombre
Miércoles;10;Tarde;19;32;Mujer
Miércoles;10;Noche;23;33;Mujer
Miércoles;10;Tarde;19;33;Mujer
Jueves;10;Mañana;7;60;Hombre
Jueves;10;Mañana;7;35;Hombre
Jueves;10;Mañana;8;52;Hombre
Jueves;10;Mañana;9;22;Mujer
Miércoles;10;Mañana;10;78;Mujer
Miércoles;10;Noche;22;57;Mujer
Miércoles;10;Noche;22;58;Hombre
Jueves;10;Mañana;9;55;Mujer
Jueves;10;Mañana;12;66;Mujer
Jueves;10;Mañana;12;48;Hombre
Jueves;10;Mañana;9;35;Hombre
Miércoles;10;Noche;23;41;Hombre
Miércoles;10;Noche;23;34;Hombre
Jueves;10;Mañana;9;33;Mujer
Jueves;10;Mañana;12;42;Mujer
Jueves;10;Tarde;14;59;Hombre
Jueves;10;Tarde;15;26;Hombre
Jueves;10;Tarde;16;38;Hombre
Jueves;10;Tarde;15;56;Hombre
Jueves;10;Tarde;14;53;Mujer
Jueves;10;Tarde;17;80;Mujer
Jueves;10;Tarde;15;44;Hombre
Jueves;10;Tarde;15;47;Hombre
Jueves;10;Tarde;15;51;Hombre
Jueves;10;Tarde;17;50;Hombre
Jueves;10;Tarde;16;49;Hombre
Jueves;10;Noche;23;24;Hombre
Jueves;10;Noche;23;26;Hombre
Jueves;10;Noche;23;24;Mujer
Jueves;10;Tarde;17;40;Hombre
Viernes;10;Mañana;8;27;Hombre
Jueves;10;Tarde;19;60;Hombre
Jueves;10;Tarde;19;22;Hombre
Jueves;10;Tarde;19;28;Hombre
Jueves;10;Tarde;19;42;Hombre
Miércoles;10;Tarde;18;40;Hombre
Miércoles;10;Tarde;18;22;Mujer
Jueves;10;Tarde;21;53;Mujer
Jueves;10;Tarde;20;42;Hombre
Viernes;10;Mañana;10;52;Mujer
Viernes;10;Mañana;11;75;Mujer
Viernes;10;Tarde;14;58;Hombre
Viernes;10;Tarde;15;30;Mujer
Viernes;10;Tarde;15;49;Mujer
Viernes;10;Tarde;15;54;Hombre
Viernes;10;Tarde;15;42;Mujer
Viernes;10;Tarde;14;20;Mujer
Viernes;10;Tarde;16;50;Hombre
Sábado;10;Tarde;18;33;Mujer
Viernes;10;Tarde;15;64;Hombre
Viernes;10;Tarde;15;31;Hombre
Viernes;10;Tarde;16;62;Hombre
Viernes;10;Tarde;16;22;Hombre
Viernes;10;Tarde;18;63;Mujer
Viernes;10;Tarde;18;52;Hombre
Viernes;10;Tarde;18;33;Hombre
Viernes;10;Tarde;20;55;Mujer
Viernes;10;Tarde;19;78;Mujer
Viernes;10;Tarde;14;26;Mujer
Viernes;10;Tarde;18;24;Mujer
Viernes;10;Noche;22;19;Mujer
Viernes;10;Noche;22;7;Mujer
Viernes;10;Noche;22;23;Hombre
Viernes;10;Noche;22;43;Hombre
Viernes;10;Tarde;17;30;Mujer
Viernes;10;Tarde;17;30;Hombre
Viernes;10;Tarde;17;43;Hombre
Viernes;10;Tarde;21;20;Hombre
Sábado;10;Noche;2;27;Mujer
Sábado;10;Noche;2;30;Mujer
Sábado;10;Noche;4;51;Mujer
Viernes;10;Tarde;17;62;Mujer
Sábado;10;Mañana;11;27;Hombre
Sábado;10;Mañana;12;33;Hombre
Sábado;10;Mañana;12;23;Hombre
Sábado;10;Mañana;12;69;Hombre
Sábado;10;Mañana;13;55;Hombre
Sábado;10;Mañana;13;64;Hombre
Sábado;10;Mañana;13;19;Mujer
Sábado;10;Mañana;12;76;Hombre
Sábado;10;Tarde;14;32;Hombre
Sábado;10;Mañana;13;72;Hombre
Sábado;10;Tarde;17;30;Mujer
Sábado;10;Tarde;17;30;Hombre
Sábado;10;Tarde;15;40;Mujer
Sábado;10;Tarde;14;49;Mujer
Sábado;10;Tarde;17;43;Hombre
Sábado;10;Tarde;20;28;Mujer
Sábado;10;Tarde;21;31;Hombre
Sábado;10;Tarde;17;29;Hombre
Sábado;10;Tarde;18;24;Hombre
Sábado;10;Tarde;21;59;Hombre
Sábado;10;Tarde;20;40;Hombre
Domingo;10;Noche;2;35;Hombre
Domingo;10;Noche;4;42;Hombre
Domingo;10;Noche;2;62;Mujer
Domingo;10;Mañana;11;61;Hombre
Domingo;10;Mañana;12;30;Mujer
Domingo;10;Mañana;13;21;Hombre
Domingo;10;Mañana;12;79;Mujer
Domingo;10;Tarde;14;27;Hombre
Domingo;10;Tarde;15;30;Hombre
Domingo;10;Tarde;16;30;Mujer
Domingo;10;Mañana;13;59;Mujer
Domingo;10;Tarde;20;40;Hombre
Domingo;10;Tarde;19;32;Mujer
Domingo;10;Tarde;19;58;Hombre
Domingo;10;Tarde;20;61;Hombre
Domingo;10;Tarde;20;39;Hombre
Domingo;10;Noche;23;45;Hombre
Lunes;10;Noche;2;36;Hombre
Lunes;10;Mañana;7;49;Mujer
Lunes;10;Mañana;9;28;Mujer
Lunes;10;Mañana;12;40;Hombre
Lunes;10;Mañana;11;18;Mujer
Lunes;10;Mañana;12;83;Mujer
Lunes;10;Mañana;13;32;Mujer
Domingo;10;Mañana;9;29;Hombre
Lunes;10;Tarde;15;32;Hombre
Lunes;10;Tarde;17;56;Hombre
Lunes;10;Tarde;16;85;Mujer
Lunes;10;Tarde;19;43;Hombre
Lunes;10;Tarde;18;58;Hombre
Lunes;10;Tarde;18;45;Hombre
Lunes;10;Tarde;18;8;Hombre
Lunes;10;Tarde;18;49;Hombre
Lunes;10;Tarde;18;10;Mujer
Lunes;10;Tarde;18;34;Mujer
Lunes;10;Tarde;16;25;Mujer
Lunes;10;Tarde;18;29;Mujer
Lunes;10;Tarde;18;5;Hombre
Lunes;10;Tarde;18;30;Hombre
Martes;10;Mañana;7;17;Mujer
Lunes;10;Tarde;14;46;Mujer
Lunes;10;Tarde;14;57;Hombre
Martes;10;Mañana;7;39;Hombre
Martes;10;Mañana;8;42;Mujer
Martes;10;Mañana;12;33;Hombre
Martes;10;Mañana;13;5;Hombre
Martes;10;Mañana;10;48;Hombre
Martes;10;Mañana;13;65;Hombre
Martes;10;Mañana;13;33;Mujer
Martes;10;Mañana;13;27;Hombre
Martes;10;Mañana;13;72;Mujer
Martes;10;Mañana;13;53;Hombre
Lunes;10;Tarde;17;39;Mujer
Martes;10;Tarde;18;25;Hombre
Martes;10;Tarde;18;54;Hombre
Martes;10;Tarde;18;35;Hombre
Martes;10;Tarde;18;33;Hombre
Martes;10;Tarde;14;58;Hombre
Martes;10;Tarde;18;48;Hombre
Martes;10;Tarde;14;66;Hombre
Martes;10;Tarde;18;40;Mujer
Martes;10;Tarde;18;4;Hombre
Martes;10;Tarde;18;8;Hombre
Martes;10;Tarde;18;49;Hombre
Martes;10;Tarde;19;32;Hombre
Martes;10;Tarde;20;60;Hombre
Martes;10;Tarde;19;62;Hombre
Martes;10;Tarde;16;20;Hombre
Martes;10;Tarde;16;53;Hombre
Martes;10;Tarde;14;24;Mujer
Martes;10;Tarde;14;62;Mujer
Martes;10;Tarde;14;31;Mujer
Miércoles;11;Mañana;6;23;Hombre
Miércoles;11;Mañana;6;24;Hombre
Martes;10;Tarde;21;35;Hombre
Martes;10;Tarde;21;24;Hombre
Miércoles;11;Mañana;9;32;Hombre
Miércoles;11;Mañana;9;14;Mujer
Miércoles;11;Mañana;9;40;Mujer
Miércoles;11;Mañana;9;60;Hombre
Miércoles;11;Mañana;9;47;Hombre
Lunes;10;Mañana;12;66;Hombre
Miércoles;11;Mañana;12;58;Hombre
Miércoles;11;Tarde;14;40;Mujer
Miércoles;11;Tarde;14;35;Hombre
Miércoles;11;Mañana;11;67;Mujer
Miércoles;11;Tarde;17;28;Mujer
Martes;10;Tarde;20;34;Hombre
Miércoles;11;Noche;23;33;Mujer
Miércoles;11;Tarde;19;26;Hombre
Jueves;11;Mañana;8;27;Hombre
Jueves;11;Mañana;9;27;Mujer
Jueves;11;Mañana;9;27;Mujer
Jueves;11;Mañana;8;25;Hombre
Jueves;11;Mañana;9;31;Hombre
Jueves;11;Mañana;9;36;Hombre
Martes;10;Tarde;14;62;Mujer
Jueves;11;Mañana;12;61;Hombre
Jueves;11;Mañana;12;77;Hombre
Martes;10;Mañana;13;21;Mujer
Jueves;11;Mañana;13;41;Hombre
Jueves;11;Tarde;14;60;Mujer
Jueves;11;Tarde;15;30;Mujer
Jueves;11;Tarde;15;32;Hombre
Jueves;11;Tarde;15;27;Mujer
Jueves;11;Tarde;15;28;Hombre
Jueves;11;Tarde;19;32;Mujer
Jueves;11;Tarde;18;67;Mujer
Jueves;11;Tarde;19;39;Hombre
Jueves;11;Noche;22;54;Mujer
Jueves;11;Noche;23;29;Mujer
Jueves;11;Tarde;16;49;Mujer
Viernes;11;Mañana;8;51;Hombre
Viernes;11;Mañana;10;41;Hombre
Viernes;11;Mañana;9;72;Hombre
Viernes;11;Mañana;11;41;Hombre
Viernes;11;Mañana;11;78;Mujer
Viernes;11;Mañana;11;45;Hombre
Viernes;11;Mañana;11;96;Mujer
Viernes;11;Mañana;12;19;Hombre
Viernes;11;Mañana;11;63;Hombre
Viernes;11;Mañana;13;37;Hombre
Viernes;11;Tarde;14;52;Mujer
Viernes;11;Tarde;14;25;Mujer
Viernes;11;Tarde;15;50;Hombre
Viernes;11;Tarde;14;44;Hombre
Viernes;11;Tarde;17;31;Hombre
Viernes;11;Tarde;16;56;Hombre
Viernes;11;Tarde;14;57;Hombre
Viernes;11;Tarde;16;49;Mujer
Viernes;11;Tarde;15;54;Hombre
Viernes;11;Tarde;18;18;Hombre
Viernes;11;Tarde;20;54;Hombre
Viernes;11;Tarde;19;26;Hombre
Viernes;11;Tarde;19;27;Hombre
Viernes;11;Noche;23;45;Hombre
Sábado;11;Noche;2;28;Hombre
Sábado;11;Noche;2;31;Hombre
Sábado;11;Noche;2;32;Mujer
Sábado;11;Noche;2;41;Hombre
Sábado;11;Noche;5;39;Mujer
Sábado;11;Noche;5;8;Mujer
Sábado;11;Noche;5;39;Hombre
Sábado;11;Noche;5;4;Hombre
Sábado;11;Noche;5;45;Hombre
Sábado;11;Noche;5;55;Hombre
Viernes;11;Tarde;14;37;Mujer
Viernes;11;Tarde;19;52;Mujer
Viernes;11;Tarde;19;80;Mujer
Viernes;11;Tarde;19;48;Mujer
Viernes;11;Tarde;19;22;Hombre
Viernes;11;Tarde;19;47;Hombre
Viernes;11;Tarde;19;53;Hombre
Martes;10;Mañana;9;41;Mujer
Sábado;11;Mañana;10;69;Mujer
Sábado;11;Mañana;12;30;Mujer
Sábado;11;Mañana;12;32;Hombre
Sábado;11;Tarde;15;35;Hombre
Sábado;11;Tarde;15;40;Mujer
Sábado;11;Tarde;18;40;Hombre
Sábado;11;Tarde;17;47;Hombre
Sábado;11;Tarde;20;54;Mujer
Sábado;11;Tarde;20;38;Hombre
Sábado;11;Tarde;15;49;Hombre
Sábado;11;Tarde;19;32;Mujer
Sábado;11;Tarde;19;34;Mujer
Domingo;11;Noche;2;46;Hombre
Domingo;11;Noche;0;45;Mujer
Sábado;11;Noche;23;38;Hombre
Jueves;11;Noche;22;57;Hombre
Domingo;11;Mañana;6;25;Mujer
Domingo;11;Mañana;6;66;Hombre
Domingo;11;Mañana;6;35;Hombre
Domingo;11;Noche;0;40;Mujer
Domingo;11;Noche;0;43;Mujer
Domingo;11;Noche;0;39;Hombre
Domingo;11;Noche;0;46;Mujer
Domingo;11;Tarde;14;76;Mujer
Domingo;11;Tarde;14;46;Mujer
Domingo;11;Mañana;13;17;Hombre
Domingo;11;Mañana;13;17;Hombre
Domingo;11;Tarde;14;35;Mujer
Domingo;11;Tarde;14;35;Hombre
Domingo;11;Tarde;17;39;Mujer
Domingo;11;Tarde;18;55;Hombre
Domingo;11;Tarde;18;35;Hombre
Domingo;11;Tarde;17;65;Mujer
Domingo;11;Tarde;17;64;Hombre
Domingo;11;Tarde;21;22;Hombre
Domingo;11;Tarde;21;22;Hombre
Lunes;11;Noche;3;37;Hombre
Lunes;11;Mañana;7;69;Hombre
Lunes;11;Mañana;8;26;Hombre
Lunes;11;Mañana;7;29;Hombre
Lunes;11;Mañana;9;24;Hombre
Lunes;11;Mañana;11;39;Hombre
Lunes;11;Mañana;11;46;Mujer
Lunes;11;Mañana;11;51;Hombre
Lunes;11;Tarde;15;47;Hombre
Lunes;11;Mañana;13;20;Hombre
Lunes;11;Mañana;12;59;Mujer
Lunes;11;Mañana;12;31;Mujer
Lunes;11;Mañana;12;36;Mujer
Lunes;11;Tarde;14;30;Hombre
Lunes;11;Tarde;17;45;Mujer
Lunes;11;Tarde;20;86;Mujer
Lunes;11;Tarde;18;45;Hombre
Lunes;11;Tarde;21;27;Hombre
Lunes;11;Tarde;21;23;Mujer
Lunes;11;Tarde;21;26;Mujer
Lunes;11;Tarde;19;54;Hombre
Martes;11;Mañana;7;48;Hombre
Martes;11;Mañana;8;31;Hombre
Martes;11;Mañana;8;52;Hombre
Martes;11;Mañana;9;59;Hombre
Martes;11;Mañana;11;24;Hombre
Martes;11;Mañana;12;22;Mujer
Martes;11;Mañana;9;0;Mujer
Martes;11;Mañana;9;18;Hombre
Martes;11;Mañana;9;38;Hombre
Martes;11;Mañana;9;23;Mujer
Martes;11;Mañana;11;60;Hombre
Martes;11;Mañana;13;77;Hombre
Martes;11;Tarde;14;70;Hombre
Martes;11;Mañana;11;30;Mujer
Martes;11;Mañana;11;21;Hombre
Martes;11;Mañana;11;88;Hombre
Martes;11;Tarde;16;40;Mujer
Martes;11;Tarde;16;46;Hombre
Martes;11;Tarde;16;27;Mujer
Martes;11;Tarde;16;28;Hombre
Martes;11;Tarde;14;50;Mujer
Martes;11;Tarde;21;68;Hombre
Martes;11;Tarde;16;56;Hombre
Martes;11;Tarde;17;51;Mujer
Martes;11;Tarde;20;31;Mujer
Martes;11;Tarde;20;38;Hombre
Martes;11;Tarde;18;46;Hombre
Martes;11;Tarde;19;22;Hombre
Martes;11;Tarde;15;40;Hombre
Martes;11;Tarde;18;26;Mujer
Martes;11;Tarde;18;47;Hombre
Martes;11;Tarde;18;57;Hombre
Martes;11;Tarde;14;28;Hombre
Martes;11;Tarde;18;17;Hombre
Miércoles;11;Mañana;7;20;Mujer
Miércoles;11;Mañana;7;19;Hombre
Miércoles;11;Mañana;7;4;Hombre
Miércoles;11;Mañana;8;31;Mujer
Martes;11;Tarde;19;19;Hombre
Martes;11;Tarde;19;14;Hombre
Miércoles;11;Mañana;9;76;Mujer
Miércoles;11;Mañana;7;44;Hombre
Miércoles;11;Mañana;9;41;Hombre
Miércoles;11;Mañana;9;45;Mujer
Miércoles;11;Mañana;10;35;Hombre
Miércoles;11;Mañana;12;68;Mujer
Miércoles;11;Mañana;12;72;Hombre
Miércoles;11;Mañana;12;34;Mujer
Miércoles;11;Mañana;10;56;Mujer
Miércoles;11;Mañana;8;35;Hombre
Miércoles;11;Tarde;14;33;Mujer
Miércoles;11;Mañana;13;41;Hombre
Miércoles;11;Tarde;14;43;Mujer
Miércoles;11;Tarde;14;30;Hombre
Miércoles;11;Tarde;15;26;Mujer
Miércoles;11;Tarde;15;24;Hombre
Miércoles;11;Tarde;16;44;Hombre
Miércoles;11;Tarde;15;58;Hombre
Miércoles;11;Tarde;16;84;Hombre
Miércoles;11;Tarde;15;28;Hombre
Miércoles;11;Tarde;17;55;Mujer
Miércoles;11;Tarde;14;45;Hombre
Miércoles;11;Tarde;18;35;Mujer
Miércoles;11;Tarde;14;58;Mujer
Miércoles;11;Tarde;18;47;Mujer
Miércoles;11;Tarde;20;37;Mujer
Miércoles;11;Tarde;18;53;Hombre
Miércoles;11;Tarde;18;46;Hombre
Miércoles;11;Tarde;15;58;Mujer
Miércoles;11;Tarde;19;37;Hombre
Miércoles;11;Tarde;14;25;Hombre
Miércoles;11;Tarde;19;62;Mujer
Miércoles;11;Noche;22;12;Mujer
Miércoles;11;Noche;22;17;Mujer
Jueves;11;Noche;1;37;Hombre
Jueves;11;Noche;1;32;Hombre
Jueves;11;Noche;1;54;Mujer
Jueves;11;Noche;1;44;Hombre
Miércoles;11;Noche;22;27;Hombre
Miércoles;11;Tarde;20;46;Hombre
Miércoles;11;Noche;22;4;Hombre
Jueves;11;Mañana;6;20;Mujer
Jueves;11;Noche;4;20;Hombre
Miércoles;11;Tarde;20;64;Mujer
Jueves;11;Mañana;8;39;Mujer
Jueves;11;Mañana;10;26;Mujer
Jueves;11;Mañana;10;37;Mujer
Jueves;11;Mañana;8;23;Mujer
Miércoles;11;Mañana;13;35;Hombre
Miércoles;11;Mañana;13;40;Hombre
Miércoles;11;Mañana;13;60;Hombre
Jueves;11;Mañana;13;69;Hombre
Jueves;11;Mañana;13;69;Hombre
Jueves;11;Mañana;13;34;Hombre
Jueves;11;Tarde;14;29;Mujer
Jueves;11;Tarde;16;44;Hombre
Jueves;11;Tarde;20;24;Hombre
Jueves;11;Tarde;19;23;Mujer
Jueves;11;Tarde;20;30;Mujer
Jueves;11;Tarde;18;26;Hombre
Jueves;11;Tarde;20;39;Hombre
Jueves;11;Noche;4;20;Hombre
Viernes;11;Mañana;9;0;Hombre
Viernes;11;Mañana;9;26;Mujer
Viernes;11;Mañana;12;30;Hombre
Viernes;11;Mañana;12;42;Hombre
Viernes;11;Mañana;10;75;Hombre
Viernes;11;Mañana;12;42;Hombre
Viernes;11;Mañana;12;54;Mujer
Viernes;11;Mañana;11;27;Mujer
Miércoles;11;Mañana;11;61;Hombre
Viernes;11;Mañana;13;20;Hombre
Viernes;11;Mañana;12;28;Mujer
Viernes;11;Tarde;14;46;Mujer
Jueves;10;Tarde;15;53;Mujer
Viernes;11;Tarde;14;42;Mujer
Viernes;11;Tarde;14;55;Hombre
Viernes;11;Tarde;15;41;Hombre
Viernes;11;Tarde;14;22;Hombre
Viernes;11;Tarde;19;56;Mujer
Viernes;11;Tarde;18;47;Mujer
Viernes;11;Tarde;21;35;Mujer
Sábado;11;Noche;0;23;Mujer
Sábado;11;Noche;1;49;Hombre
Sábado;11;Noche;1;25;Hombre
Sábado;11;Noche;5;26;Hombre
Sábado;11;Noche;5;40;Hombre
Sábado;11;Mañana;7;17;Hombre
Sábado;11;Mañana;9;10;Mujer
Sábado;11;Mañana;9;53;Hombre
Sábado;11;Mañana;11;10;Hombre
Sábado;11;Mañana;11;55;Mujer
Sábado;11;Mañana;8;33;Hombre
Sábado;11;Mañana;9;13;Mujer
Sábado;11;Mañana;9;45;Hombre
Sábado;11;Mañana;11;24;Hombre
Sábado;11;Mañana;12;64;Mujer
Sábado;11;Mañana;12;4;Hombre
Sábado;11;Mañana;12;43;Hombre
Sábado;11;Mañana;13;48;Hombre
Sábado;11;Mañana;13;83;Mujer
Sábado;11;Tarde;17;28;Mujer
Sábado;11;Tarde;17;49;Mujer
Sábado;11;Tarde;17;71;Mujer
Sábado;11;Tarde;16;79;Mujer
Sábado;11;Tarde;16;39;Mujer
Sábado;11;Tarde;16;54;Mujer
Sábado;11;Tarde;21;29;Mujer
Sábado;11;Tarde;21;28;Hombre
Sábado;11;Noche;23;34;Hombre
Sábado;11;Noche;23;38;Mujer
Domingo;11;Mañana;6;23;Hombre
Domingo;11;Mañana;6;43;Hombre
Domingo;11;Mañana;6;42;Hombre
Domingo;11;Mañana;11;89;Mujer
Domingo;11;Mañana;12;31;Mujer
Domingo;11;Mañana;13;80;Hombre
Domingo;11;Tarde;15;38;Mujer
Domingo;11;Tarde;14;34;Mujer
Domingo;11;Tarde;14;71;Mujer
Domingo;11;Tarde;17;23;Hombre
Domingo;11;Tarde;18;25;Hombre
Domingo;11;Tarde;21;32;Mujer
Domingo;11;Tarde;21;57;Mujer
Domingo;11;Tarde;21;67;Hombre
Domingo;11;Tarde;21;37;Mujer
Domingo;11;Tarde;21;15;Hombre
Domingo;11;Noche;22;33;Mujer
Domingo;11;Noche;22;30;Hombre
Domingo;11;Noche;22;25;Hombre
Domingo;11;Noche;23;30;Hombre
Sábado;11;Mañana;10;68;Hombre
Lunes;11;Mañana;10;35;Mujer
Lunes;11;Mañana;10;41;Mujer
Lunes;11;Mañana;11;48;Hombre
Lunes;11;Mañana;11;22;Hombre
Viernes;9;Mañana;11;53;Hombre
Lunes;11;Mañana;12;66;Hombre
Lunes;11;Mañana;13;15;Hombre
Lunes;11;Tarde;14;41;Hombre
Martes;9;Mañana;13;38;Hombre
Lunes;11;Tarde;15;22;Hombre
Lunes;11;Tarde;14;27;Hombre
Lunes;11;Tarde;15;20;Hombre
Lunes;11;Tarde;18;37;Hombre
