Día;Mes;Horario;Hora;Edad;Sexo
Jueves;3;Tarde;17;35;Mujer
Jueves;3;Tarde;16;48;Hombre
Jueves;3;Tarde;16;33;Hombre
Jueves;3;Tarde;15;51;Hombre
Jueves;3;Tarde;18;75;Mujer
Jueves;3;Tarde;17;30;Hombre
Jueves;3;Tarde;17;48;Hombre
Jueves;3;Tarde;17;37;Mujer
Jueves;3;Tarde;18;54;Hombre
Jueves;3;Tarde;21;25;Mujer
Jueves;3;Tarde;21;29;Mujer
Jueves;3;Tarde;21;32;Hombre
Jueves;3;Noche;23;32;Mujer
Viernes;3;Noche;5;59;Mujer
Viernes;3;Noche;5;39;Hombre
Viernes;3;Mañana;8;36;Mujer
Viernes;3;Mañana;10;29;Mujer
Viernes;3;Mañana;8;7;Mujer
Viernes;3;Mañana;10;57;Hombre
Viernes;3;Mañana;13;55;Hombre
Viernes;3;Mañana;13;60;Hombre
Viernes;3;Mañana;13;28;Mujer
Viernes;3;Tarde;14;43;Hombre
Viernes;3;Mañana;12;41;Hombre
Viernes;3;Tarde;14;58;Hombre
Viernes;3;Tarde;14;56;Hombre
Viernes;3;Tarde;16;29;Hombre
Viernes;3;Tarde;16;33;Hombre
Viernes;3;Tarde;17;38;Mujer
Viernes;3;Tarde;18;65;Mujer
Viernes;3;Tarde;18;52;Mujer
Viernes;3;Tarde;18;58;Mujer
Viernes;3;Tarde;17;29;Hombre
Viernes;3;Tarde;19;25;Mujer
Viernes;3;Tarde;18;35;Mujer
Viernes;3;Tarde;21;27;Hombre
Viernes;3;Tarde;21;23;Mujer
Viernes;3;Tarde;17;21;Hombre
Viernes;3;Tarde;17;38;Mujer
Viernes;3;Tarde;18;36;Hombre
Viernes;3;Tarde;16;18;Hombre
Sábado;4;Noche;0;22;Hombre
Sábado;4;Noche;0;19;Mujer
Sábado;4;Mañana;7;36;Mujer
Sábado;4;Mañana;8;28;Mujer
Sábado;4;Mañana;11;75;Mujer
Sábado;4;Mañana;11;51;Hombre
Sábado;4;Mañana;11;52;Hombre
Sábado;4;Mañana;13;34;Hombre
Sábado;4;Mañana;13;31;Hombre
Sábado;4;Tarde;14;48;Hombre
Sábado;4;Tarde;18;57;Mujer
Sábado;4;Tarde;18;36;Hombre
Sábado;4;Tarde;18;46;Hombre
Sábado;4;Tarde;21;39;Hombre
Sábado;4;Tarde;19;52;Hombre
Sábado;4;Noche;23;21;Mujer
Sábado;4;Noche;23;24;Hombre
Sábado;4;Noche;23;26;Hombre
Sábado;4;Noche;23;38;Hombre
Domingo;4;Noche;0;43;Hombre
Domingo;4;Noche;3;30;Hombre
Domingo;4;Mañana;9;41;Mujer
Domingo;4;Noche;2;54;Hombre
Viernes;4;Tarde;17;29;Mujer
Domingo;4;Noche;22;42;Hombre
Lunes;4;Mañana;6;57;Hombre
Domingo;4;Mañana;8;40;Hombre
Lunes;4;Mañana;9;38;Mujer
Lunes;4;Mañana;8;33;Hombre
Lunes;4;Mañana;9;51;Hombre
Lunes;4;Mañana;9;34;Mujer
Lunes;4;Mañana;9;44;Mujer
Lunes;4;Mañana;11;72;Hombre
Lunes;4;Mañana;11;53;Hombre
Lunes;4;Mañana;8;25;Mujer
Lunes;4;Mañana;8;37;Hombre
Lunes;4;Mañana;13;43;Hombre
Martes;4;Tarde;18;48;Hombre
Martes;4;Tarde;18;53;Hombre
Lunes;4;Mañana;12;41;Hombre
Lunes;4;Mañana;11;72;Hombre
Lunes;4;Mañana;11;44;Hombre
Lunes;4;Mañana;12;40;Hombre
Lunes;4;Mañana;12;49;Mujer
Viernes;3;Mañana;12;85;Mujer
Lunes;4;Tarde;15;26;Mujer
Lunes;4;Tarde;15;45;Hombre
Lunes;4;Tarde;16;52;Mujer
Lunes;4;Tarde;17;24;Hombre
Lunes;4;Tarde;15;57;Hombre
Lunes;4;Tarde;18;50;Hombre
Lunes;4;Tarde;14;42;Mujer
Lunes;4;Tarde;17;3;Hombre
Lunes;4;Tarde;20;5;Hombre
Lunes;4;Tarde;16;58;Hombre
Lunes;4;Tarde;17;23;Hombre
Lunes;4;Tarde;21;47;Hombre
Lunes;4;Tarde;19;50;Mujer
Lunes;4;Tarde;21;28;Mujer
Lunes;4;Tarde;21;31;Hombre
Lunes;4;Noche;22;61;Hombre
Lunes;4;Noche;22;23;Hombre
Lunes;4;Tarde;20;62;Mujer
Lunes;4;Tarde;20;38;Mujer
Lunes;4;Tarde;21;42;Hombre
Lunes;4;Noche;22;53;Hombre
Martes;4;Mañana;9;36;Mujer
Martes;4;Mañana;11;25;Mujer
Martes;4;Mañana;10;52;Mujer
Martes;4;Mañana;13;21;Hombre
Martes;4;Mañana;12;57;Hombre
Martes;4;Mañana;12;61;Hombre
Martes;4;Mañana;12;30;Mujer
Martes;4;Tarde;15;8;Hombre
Martes;4;Mañana;13;49;Hombre
Martes;4;Mañana;12;26;Hombre
Martes;4;Tarde;17;50;Hombre
Martes;4;Tarde;17;31;Hombre
Martes;4;Tarde;17;58;Hombre
Martes;4;Noche;22;24;Hombre
Martes;4;Noche;22;91;Mujer
Martes;4;Tarde;21;44;Hombre
Miércoles;4;Mañana;7;46;Mujer
Miércoles;4;Mañana;8;38;Hombre
Miércoles;4;Mañana;10;44;Hombre
Miércoles;4;Mañana;11;57;Mujer
Miércoles;4;Mañana;12;39;Hombre
Miércoles;4;Mañana;12;65;Hombre
Miércoles;4;Mañana;13;24;Hombre
Miércoles;4;Mañana;13;26;Hombre
Miércoles;4;Mañana;13;26;Mujer
Miércoles;4;Tarde;16;59;Hombre
Miércoles;4;Tarde;16;33;Hombre
Miércoles;4;Tarde;17;62;Hombre
Miércoles;4;Tarde;14;31;Mujer
Miércoles;4;Mañana;13;17;Mujer
Miércoles;4;Mañana;13;53;Mujer
Miércoles;4;Tarde;17;52;Mujer
Lunes;4;Mañana;11;89;Mujer
Miércoles;4;Noche;23;19;Hombre
Miércoles;4;Noche;23;29;Mujer
Jueves;4;Noche;4;27;Hombre
Jueves;4;Mañana;6;58;Hombre
Jueves;4;Mañana;7;39;Hombre
Jueves;4;Mañana;11;66;Hombre
Jueves;4;Noche;4;33;Hombre
Jueves;4;Mañana;13;5;Mujer
Jueves;4;Tarde;14;44;Hombre
Jueves;4;Tarde;15;44;Hombre
Jueves;4;Mañana;10;92;Mujer
Jueves;4;Tarde;15;56;Hombre
Jueves;4;Tarde;15;21;Mujer
Jueves;4;Tarde;15;52;Hombre
Jueves;4;Tarde;18;11;Hombre
Jueves;4;Tarde;16;31;Mujer
Jueves;4;Tarde;18;14;Hombre
Jueves;4;Tarde;18;15;Hombre
Viernes;4;Mañana;9;24;Hombre
Viernes;4;Mañana;11;50;Mujer
Viernes;4;Mañana;11;48;Hombre
Viernes;4;Mañana;13;80;Hombre
Viernes;4;Mañana;13;54;Mujer
Viernes;4;Tarde;14;29;Mujer
Viernes;4;Tarde;14;39;Hombre
Viernes;4;Tarde;15;21;Hombre
Viernes;4;Tarde;19;25;Hombre
Viernes;4;Tarde;19;13;Hombre
Viernes;4;Tarde;20;56;Hombre
Viernes;4;Tarde;20;46;Mujer
Viernes;4;Tarde;20;26;Mujer
Viernes;4;Tarde;20;47;Hombre
Viernes;4;Noche;23;38;Hombre
Viernes;4;Noche;23;33;Hombre
Viernes;4;Noche;23;36;Hombre
Sábado;4;Mañana;6;20;Mujer
Sábado;4;Mañana;6;33;Hombre
Sábado;4;Mañana;10;27;Mujer
Sábado;4;Mañana;13;32;Mujer
Sábado;4;Mañana;13;32;Mujer
Sábado;4;Tarde;16;58;Mujer
Sábado;4;Tarde;19;38;Mujer
Sábado;4;Tarde;19;60;Mujer
Sábado;4;Tarde;21;51;Mujer
Sábado;4;Tarde;21;16;Mujer
Sábado;4;Tarde;21;28;Mujer
Sábado;4;Tarde;21;34;Mujer
Sábado;4;Tarde;21;29;Hombre
Sábado;4;Tarde;21;30;Hombre
Sábado;4;Tarde;21;31;Hombre
Sábado;4;Tarde;21;44;Hombre
Sábado;4;Noche;22;19;Mujer
Sábado;4;Noche;23;28;Hombre
Domingo;4;Noche;4;20;Mujer
Domingo;4;Noche;5;76;Mujer
Domingo;4;Mañana;9;74;Mujer
Domingo;4;Mañana;12;8;Hombre
Domingo;4;Tarde;15;14;Mujer
Domingo;4;Tarde;15;49;Mujer
Domingo;4;Tarde;15;23;Hombre
Domingo;4;Tarde;16;32;Mujer
Domingo;4;Tarde;21;39;Hombre
Lunes;4;Mañana;11;25;Hombre
Jueves;2;Tarde;19;24;Mujer
Jueves;2;Tarde;19;30;Hombre
Jueves;2;Tarde;19;31;Hombre
Lunes;4;Tarde;14;20;Mujer
Lunes;4;Tarde;17;21;Hombre
Lunes;4;Tarde;17;52;Hombre
Lunes;4;Tarde;18;29;Hombre
Lunes;4;Tarde;21;24;Mujer
Lunes;4;Tarde;20;21;Hombre
Martes;4;Noche;0;47;Hombre
Martes;4;Mañana;8;60;Mujer
Martes;4;Mañana;10;93;Mujer
Martes;4;Mañana;9;29;Mujer
Martes;4;Mañana;9;62;Mujer
Martes;4;Mañana;11;64;Hombre
Martes;4;Mañana;11;26;Hombre
Martes;4;Mañana;12;31;Hombre
Martes;4;Mañana;13;52;Hombre
Martes;4;Tarde;14;51;Mujer
Lunes;4;Tarde;20;60;Hombre
Martes;4;Tarde;14;36;Mujer
Martes;4;Tarde;14;34;Hombre
Martes;4;Tarde;16;25;Hombre
Martes;4;Tarde;16;38;Mujer
Martes;4;Mañana;13;36;Hombre
Martes;4;Tarde;14;49;Hombre
Martes;4;Tarde;14;54;Hombre
Martes;4;Tarde;14;44;Mujer
Martes;4;Tarde;14;58;Mujer
Martes;4;Tarde;17;20;Hombre
Martes;4;Tarde;14;18;Mujer
Martes;4;Tarde;15;18;Hombre
Martes;4;Tarde;15;42;Hombre
Martes;4;Tarde;16;38;Mujer
Martes;4;Tarde;16;1;Hombre
Martes;4;Tarde;16;38;Hombre
Martes;4;Tarde;16;63;Hombre
Martes;4;Tarde;17;33;Mujer
Martes;4;Tarde;18;6;Mujer
Martes;4;Tarde;18;70;Mujer
Martes;4;Tarde;18;75;Hombre
Martes;4;Tarde;17;55;Mujer
Martes;4;Tarde;21;16;Mujer
Martes;4;Tarde;18;30;Hombre
Martes;4;Tarde;18;35;Hombre
Martes;4;Tarde;18;29;Mujer
Martes;4;Tarde;18;60;Hombre
Martes;4;Tarde;18;24;Hombre
Martes;4;Tarde;18;42;Hombre
Martes;4;Tarde;20;40;Hombre
Miércoles;4;Noche;1;27;Hombre
Miércoles;4;Mañana;6;49;Hombre
Miércoles;4;Mañana;9;50;Hombre
Miércoles;4;Mañana;9;43;Hombre
Miércoles;4;Mañana;9;35;Mujer
Miércoles;4;Mañana;10;60;Hombre
Miércoles;4;Mañana;8;45;Hombre
Miércoles;4;Mañana;11;18;Mujer
Miércoles;4;Mañana;12;39;Mujer
Miércoles;4;Mañana;12;41;Mujer
Miércoles;4;Mañana;12;75;Hombre
Miércoles;4;Mañana;11;30;Hombre
Miércoles;4;Mañana;11;63;Hombre
Miércoles;4;Mañana;12;62;Hombre
Miércoles;4;Mañana;13;22;Hombre
Miércoles;4;Mañana;12;36;Hombre
Miércoles;4;Mañana;12;56;Mujer
Miércoles;4;Mañana;9;89;Mujer
Miércoles;4;Mañana;13;87;Mujer
Miércoles;4;Mañana;13;89;Hombre
Miércoles;4;Tarde;14;55;Hombre
Miércoles;4;Mañana;13;19;Hombre
Miércoles;4;Tarde;16;38;Mujer
Miércoles;4;Tarde;16;45;Hombre
Miércoles;4;Tarde;16;32;Mujer
Miércoles;4;Mañana;13;46;Hombre
Miércoles;4;Tarde;16;37;Hombre
Miércoles;4;Tarde;18;49;Hombre
Miércoles;4;Tarde;18;25;Mujer
Miércoles;4;Tarde;19;59;Mujer
Miércoles;4;Tarde;19;32;Hombre
Miércoles;4;Tarde;17;21;Hombre
Miércoles;4;Tarde;18;30;Mujer
Miércoles;4;Tarde;20;38;Mujer
Miércoles;4;Tarde;14;33;Hombre
Miércoles;4;Tarde;21;22;Hombre
Miércoles;4;Tarde;21;39;Mujer
Miércoles;4;Noche;22;54;Hombre
Jueves;4;Noche;1;45;Hombre
Jueves;4;Noche;1;44;Mujer
Jueves;4;Noche;3;25;Mujer
Jueves;4;Noche;3;25;Hombre
Jueves;4;Noche;3;41;Hombre
Jueves;4;Noche;3;32;Mujer
Martes;4;Tarde;17;38;Hombre
Miércoles;4;Tarde;17;49;Hombre
Martes;4;Tarde;20;61;Hombre
Jueves;4;Mañana;8;41;Mujer
Jueves;4;Mañana;7;35;Hombre
Jueves;4;Mañana;9;27;Hombre
Jueves;4;Mañana;12;93;Mujer
Jueves;4;Mañana;12;25;Hombre
Jueves;4;Mañana;10;61;Mujer
Jueves;4;Tarde;15;34;Mujer
Jueves;4;Tarde;15;44;Hombre
Jueves;4;Tarde;16;44;Mujer
Jueves;4;Tarde;15;51;Hombre
Jueves;4;Tarde;17;27;Mujer
Domingo;4;Noche;5;32;Hombre
Jueves;4;Tarde;17;58;Hombre
Jueves;4;Tarde;19;59;Mujer
Jueves;4;Tarde;19;79;Mujer
Jueves;4;Tarde;20;65;Mujer
Jueves;4;Noche;22;46;Hombre
Jueves;4;Tarde;20;18;Hombre
Jueves;4;Tarde;20;18;Hombre
Jueves;4;Tarde;20;34;Hombre
Jueves;4;Mañana;11;27;Hombre
Jueves;4;Mañana;12;28;Hombre
Viernes;4;Mañana;6;21;Mujer
Jueves;4;Noche;23;22;Mujer
Jueves;4;Noche;23;27;Hombre
Viernes;4;Mañana;6;50;Hombre
Viernes;4;Mañana;9;32;Mujer
Viernes;4;Noche;2;21;Mujer
Viernes;4;Mañana;11;47;Hombre
Miércoles;4;Tarde;18;18;Mujer
Jueves;4;Mañana;7;36;Mujer
Viernes;4;Mañana;11;18;Hombre
Viernes;4;Mañana;12;45;Hombre
Viernes;4;Mañana;13;38;Hombre
Miércoles;3;Tarde;19;39;Mujer
Viernes;4;Tarde;16;37;Hombre
Viernes;4;Tarde;15;28;Hombre
Viernes;4;Tarde;17;14;Mujer
Viernes;4;Tarde;17;51;Hombre
Viernes;4;Tarde;18;60;Mujer
Viernes;4;Tarde;20;38;Hombre
Viernes;4;Tarde;20;40;Hombre
Viernes;4;Tarde;20;59;Hombre
Viernes;4;Tarde;20;24;Hombre
Viernes;4;Tarde;19;49;Hombre
Viernes;4;Tarde;20;27;Hombre
Sábado;4;Mañana;9;62;Hombre
Sábado;4;Mañana;11;44;Mujer
Sábado;4;Mañana;13;59;Hombre
Sábado;4;Mañana;13;62;Hombre
Sábado;4;Mañana;8;65;Mujer
Sábado;4;Mañana;11;23;Hombre
Sábado;4;Mañana;11;84;Mujer
Sábado;4;Tarde;14;43;Hombre
Sábado;4;Tarde;14;34;Hombre
Sábado;4;Tarde;15;54;Hombre
Sábado;4;Tarde;17;19;Hombre
Sábado;4;Tarde;14;29;Hombre
Sábado;4;Tarde;14;35;Hombre
Sábado;4;Tarde;19;37;Mujer
Sábado;4;Tarde;14;79;Hombre
Sábado;4;Tarde;19;11;Hombre
Sábado;4;Tarde;20;33;Hombre
Sábado;4;Tarde;18;6;Hombre
Sábado;4;Tarde;20;23;Hombre
Sábado;4;Tarde;14;43;Mujer
Sábado;4;Tarde;14;47;Hombre
Sábado;4;Noche;23;25;Hombre
Domingo;4;Noche;3;22;Mujer
Domingo;4;Mañana;9;48;Hombre
Domingo;4;Mañana;10;60;Hombre
Domingo;4;Mañana;10;40;Mujer
Domingo;4;Mañana;10;26;Hombre
Domingo;4;Mañana;11;22;Mujer
Domingo;4;Mañana;11;52;Mujer
Domingo;4;Mañana;11;48;Hombre
Domingo;4;Mañana;12;31;Hombre
Domingo;4;Mañana;13;75;Hombre
Domingo;4;Mañana;13;44;Mujer
Domingo;4;Mañana;13;36;Mujer
Domingo;4;Tarde;18;53;Mujer
Domingo;4;Tarde;19;30;Mujer
Domingo;4;Tarde;19;43;Mujer
Domingo;4;Tarde;20;9;Mujer
Domingo;4;Tarde;20;16;Hombre
Domingo;4;Tarde;19;58;Hombre
Lunes;4;Noche;0;19;Mujer
Lunes;4;Noche;0;21;Hombre
Lunes;4;Noche;0;27;Hombre
Lunes;4;Noche;5;37;Mujer
Lunes;4;Mañana;9;32;Hombre
Lunes;4;Mañana;8;19;Hombre
Lunes;4;Mañana;8;28;Hombre
Lunes;4;Mañana;8;11;Hombre
Lunes;4;Mañana;8;51;Hombre
Lunes;4;Mañana;8;59;Hombre
Lunes;4;Mañana;9;48;Hombre
Lunes;4;Mañana;9;77;Mujer
Lunes;4;Mañana;8;22;Mujer
Lunes;4;Mañana;7;41;Mujer
Lunes;4;Mañana;8;18;Hombre
Lunes;4;Mañana;8;38;Mujer
Lunes;4;Mañana;9;24;Mujer
Lunes;4;Mañana;12;47;Hombre
Lunes;4;Mañana;12;69;Mujer
Lunes;4;Mañana;13;9;Mujer
Lunes;4;Mañana;11;36;Hombre
Lunes;4;Mañana;12;54;Mujer
Lunes;4;Mañana;12;62;Hombre
Lunes;4;Mañana;12;27;Mujer
Lunes;4;Mañana;13;64;Mujer
Lunes;4;Mañana;13;66;Hombre
Lunes;4;Tarde;15;39;Mujer
Lunes;4;Tarde;16;41;Mujer
Lunes;4;Tarde;16;55;Hombre
Lunes;4;Tarde;16;41;Mujer
Lunes;4;Tarde;17;18;Hombre
Lunes;4;Tarde;17;32;Hombre
Lunes;4;Tarde;19;46;Mujer
Martes;4;Mañana;8;49;Mujer
Lunes;4;Tarde;20;33;Hombre
Martes;4;Mañana;7;55;Hombre
Martes;4;Mañana;10;32;Hombre
Martes;4;Mañana;10;62;Hombre
Martes;4;Mañana;11;28;Mujer
Martes;4;Mañana;13;20;Hombre
Martes;4;Tarde;14;55;Hombre
Martes;4;Tarde;14;39;Hombre
Martes;4;Tarde;15;43;Mujer
Martes;4;Tarde;15;62;Hombre
Martes;4;Tarde;15;50;Hombre
Martes;4;Tarde;15;23;Mujer
Martes;4;Tarde;16;23;Hombre
Martes;4;Tarde;17;56;Mujer
Martes;4;Tarde;17;62;Hombre
Martes;4;Tarde;17;17;Mujer
Martes;4;Tarde;17;51;Mujer
Martes;4;Tarde;17;19;Hombre
Martes;4;Tarde;17;50;Hombre
Martes;4;Tarde;15;50;Hombre
Martes;4;Tarde;16;53;Hombre
Martes;4;Tarde;19;23;Mujer
Martes;4;Tarde;20;50;Hombre
Martes;4;Tarde;18;47;Mujer
Martes;4;Tarde;17;34;Hombre
Miércoles;4;Mañana;8;39;Mujer
Miércoles;4;Mañana;9;27;Mujer
Miércoles;4;Mañana;8;39;Hombre
Miércoles;4;Mañana;10;47;Mujer
Miércoles;4;Mañana;9;41;Hombre
Miércoles;4;Mañana;9;77;Mujer
Miércoles;4;Mañana;13;23;Hombre
Miércoles;4;Tarde;14;38;Hombre
Miércoles;4;Mañana;13;79;Hombre
Miércoles;4;Tarde;15;30;Mujer
Miércoles;4;Tarde;15;40;Hombre
Miércoles;4;Tarde;17;34;Mujer
Miércoles;4;Tarde;17;53;Hombre
Miércoles;4;Tarde;19;86;Hombre
Miércoles;4;Tarde;16;30;Hombre
Miércoles;4;Tarde;19;45;Mujer
Miércoles;4;Tarde;19;23;Hombre
Miércoles;4;Tarde;19;40;Mujer
Miércoles;4;Tarde;19;43;Hombre
Miércoles;4;Mañana;9;35;Mujer
Miércoles;4;Tarde;18;48;Hombre
Miércoles;4;Tarde;20;9;Mujer
Miércoles;4;Noche;22;31;Mujer
Jueves;4;Noche;0;27;Hombre
Jueves;4;Mañana;8;23;Hombre
Jueves;4;Mañana;8;24;Hombre
Jueves;4;Mañana;8;58;Mujer
Jueves;4;Mañana;8;26;Hombre
Jueves;4;Mañana;9;31;Hombre
Jueves;4;Mañana;10;77;Hombre
Jueves;4;Mañana;11;36;Hombre
Jueves;4;Mañana;13;33;Mujer
Jueves;4;Mañana;13;51;Hombre
Jueves;4;Tarde;14;55;Mujer
Jueves;4;Tarde;14;42;Mujer
Jueves;4;Tarde;17;48;Mujer
Jueves;4;Tarde;15;58;Hombre
Jueves;4;Tarde;16;29;Hombre
Jueves;4;Tarde;17;62;Mujer
Jueves;4;Tarde;17;78;Hombre
Jueves;4;Tarde;17;83;Hombre
Jueves;4;Tarde;15;19;Mujer
Jueves;4;Tarde;15;35;Hombre
Jueves;4;Tarde;15;23;Hombre
Jueves;4;Tarde;19;30;Hombre
Jueves;4;Tarde;18;53;Hombre
Jueves;4;Tarde;20;58;Hombre
Jueves;4;Noche;23;28;Hombre
Jueves;4;Tarde;21;58;Hombre
Viernes;4;Mañana;7;61;Hombre
Viernes;4;Mañana;9;30;Hombre
Viernes;4;Mañana;10;23;Mujer
Viernes;4;Mañana;12;73;Mujer
Jueves;4;Noche;0;21;Mujer
Viernes;4;Mañana;12;36;Hombre
Viernes;4;Tarde;14;42;Hombre
Viernes;4;Mañana;13;53;Mujer
Viernes;4;Mañana;13;46;Hombre
Viernes;4;Tarde;14;54;Hombre
Viernes;4;Tarde;14;42;Hombre
Jueves;4;Noche;22;32;Mujer
Viernes;4;Tarde;15;60;Mujer
Viernes;4;Tarde;15;48;Hombre
Viernes;4;Tarde;16;46;Hombre
Viernes;4;Tarde;15;50;Hombre
Viernes;4;Tarde;16;71;Mujer
Viernes;4;Tarde;15;34;Mujer
Viernes;4;Tarde;15;18;Hombre
Viernes;4;Tarde;15;22;Hombre
Viernes;4;Tarde;16;29;Hombre
Viernes;4;Tarde;16;54;Hombre
Viernes;4;Tarde;19;45;Mujer
Viernes;4;Tarde;19;51;Hombre
Jueves;4;Tarde;19;23;Hombre
Jueves;4;Tarde;19;35;Hombre
Jueves;4;Tarde;19;54;Hombre
Viernes;4;Tarde;16;27;Hombre
Viernes;4;Tarde;20;38;Hombre
Viernes;4;Tarde;19;23;Hombre
Viernes;4;Tarde;19;14;Hombre
Viernes;4;Tarde;19;30;Mujer
Viernes;4;Tarde;19;29;Hombre
Viernes;4;Tarde;19;18;Hombre
Viernes;4;Noche;23;68;Hombre
Viernes;4;Tarde;20;21;Mujer
Domingo;5;Tarde;20;30;Mujer
Viernes;4;Tarde;18;35;Mujer
Viernes;4;Tarde;21;39;Hombre
Sábado;4;Noche;5;23;Mujer
Sábado;4;Noche;5;25;Mujer
Sábado;4;Noche;5;26;Hombre
Sábado;4;Noche;5;32;Hombre
Sábado;4;Noche;5;27;Mujer
Sábado;4;Noche;5;32;Hombre
Viernes;4;Tarde;17;41;Hombre
Viernes;4;Tarde;19;69;Hombre
Viernes;4;Tarde;18;45;Hombre
Miércoles;4;Mañana;11;20;Mujer
Sábado;4;Mañana;10;62;Mujer
Sábado;4;Mañana;10;54;Hombre
Sábado;4;Mañana;10;64;Hombre
Sábado;4;Mañana;10;88;Hombre
Sábado;4;Mañana;11;41;Hombre
Sábado;4;Mañana;10;31;Mujer
Sábado;4;Mañana;10;43;Mujer
Sábado;4;Mañana;11;91;Mujer
Sábado;4;Mañana;12;26;Mujer
Sábado;4;Mañana;11;19;Hombre
Viernes;4;Mañana;13;34;Mujer
Sábado;4;Tarde;14;39;Mujer
Sábado;4;Tarde;14;41;Hombre
Sábado;4;Tarde;14;44;Mujer
Sábado;4;Tarde;15;65;Hombre
Sábado;4;Mañana;12;9;Hombre
Sábado;4;Tarde;16;20;Mujer
Sábado;4;Tarde;16;22;Hombre
Sábado;4;Tarde;21;53;Hombre
Sábado;4;Tarde;15;30;Hombre
Sábado;4;Tarde;20;22;Hombre
Sábado;4;Tarde;18;57;Hombre
Viernes;4;Tarde;21;23;Hombre
Sábado;4;Tarde;20;23;Mujer
Sábado;4;Tarde;20;45;Hombre
Domingo;4;Mañana;13;25;Hombre
Domingo;4;Mañana;11;49;Hombre
Domingo;4;Mañana;9;32;Mujer
Domingo;4;Mañana;13;33;Mujer
Domingo;4;Tarde;15;53;Hombre
Domingo;4;Mañana;13;46;Hombre
Domingo;4;Mañana;12;60;Mujer
Domingo;4;Tarde;14;35;Hombre
Domingo;4;Tarde;14;44;Hombre
Domingo;4;Tarde;14;65;Hombre
Domingo;4;Tarde;17;7;Hombre
Domingo;4;Mañana;13;17;Hombre
Domingo;4;Mañana;13;36;Mujer
Domingo;4;Tarde;19;20;Mujer
Domingo;4;Tarde;19;37;Mujer
Domingo;4;Tarde;19;52;Hombre
Domingo;4;Tarde;19;44;Hombre
Domingo;4;Tarde;19;55;Hombre
Domingo;4;Tarde;17;35;Hombre
Domingo;4;Tarde;17;34;Hombre
Domingo;4;Tarde;20;45;Hombre
Domingo;4;Noche;22;22;Hombre
Domingo;4;Noche;22;22;Hombre
Domingo;4;Noche;22;38;Hombre
Domingo;4;Noche;22;51;Hombre
Lunes;4;Noche;4;51;Hombre
Lunes;4;Mañana;7;50;Mujer
Lunes;4;Mañana;8;51;Mujer
Lunes;4;Mañana;8;54;Hombre
Lunes;4;Mañana;11;32;Hombre
Lunes;4;Mañana;9;54;Mujer
Lunes;4;Mañana;11;50;Mujer
Lunes;4;Mañana;9;37;Hombre
Lunes;4;Mañana;9;25;Hombre
Lunes;4;Mañana;9;39;Hombre
Viernes;2;Mañana;13;28;Hombre
Lunes;4;Mañana;11;31;Hombre
Lunes;4;Mañana;11;37;Hombre
Lunes;4;Mañana;11;41;Hombre
Lunes;4;Mañana;13;26;Hombre
Lunes;4;Mañana;13;31;Hombre
Lunes;4;Mañana;12;29;Hombre
Lunes;4;Mañana;12;23;Mujer
Jueves;4;Tarde;21;55;Hombre
Lunes;4;Mañana;11;27;Mujer
Lunes;4;Mañana;12;30;Mujer
Lunes;4;Tarde;15;38;Hombre
Lunes;4;Tarde;15;47;Hombre
Lunes;4;Tarde;15;63;Mujer
Lunes;4;Tarde;14;30;Hombre
Lunes;4;Tarde;15;55;Hombre
Lunes;4;Tarde;15;51;Mujer
Lunes;4;Mañana;12;48;Hombre
Lunes;4;Tarde;15;53;Mujer
Lunes;4;Tarde;17;60;Mujer
Lunes;4;Tarde;17;53;Hombre
Lunes;4;Tarde;17;33;Hombre
Lunes;4;Tarde;17;8;Hombre
Lunes;4;Tarde;17;52;Hombre
Lunes;4;Tarde;18;20;Mujer
Lunes;4;Tarde;14;34;Mujer
Lunes;4;Tarde;21;24;Hombre
Lunes;4;Tarde;21;23;Hombre
Lunes;4;Noche;22;32;Mujer
Lunes;4;Tarde;21;43;Mujer
Lunes;4;Tarde;21;59;Mujer
Lunes;4;Tarde;21;59;Hombre
Lunes;4;Tarde;19;52;Hombre
Martes;4;Noche;4;21;Mujer
Martes;4;Mañana;7;30;Hombre
Martes;4;Mañana;8;43;Hombre
Martes;4;Mañana;9;53;Hombre
Martes;4;Mañana;10;45;Hombre
Martes;4;Mañana;9;75;Mujer
Martes;4;Mañana;7;43;Hombre
Martes;4;Mañana;9;56;Mujer
Martes;4;Mañana;9;45;Mujer
Martes;4;Mañana;9;33;Mujer
Martes;4;Mañana;10;27;Mujer
Martes;4;Mañana;13;28;Hombre
Martes;4;Mañana;11;56;Hombre
Martes;4;Mañana;10;57;Mujer
Martes;4;Tarde;15;30;Hombre
Martes;4;Mañana;12;89;Hombre
Martes;4;Tarde;15;14;Hombre
Martes;4;Tarde;19;67;Hombre
Martes;4;Tarde;18;27;Hombre
Martes;4;Tarde;16;42;Hombre
Martes;4;Tarde;18;54;Hombre
Martes;4;Tarde;19;27;Mujer
Martes;4;Tarde;19;6;Hombre
Martes;4;Tarde;15;21;Mujer
Martes;4;Tarde;21;51;Hombre
Martes;4;Tarde;16;21;Mujer
Martes;4;Noche;23;33;Hombre
Martes;4;Noche;23;31;Mujer
Miércoles;4;Mañana;7;32;Hombre
Miércoles;4;Mañana;9;21;Mujer
Miércoles;4;Mañana;9;26;Mujer
Miércoles;4;Mañana;8;51;Hombre
Miércoles;4;Mañana;8;24;Hombre
Miércoles;4;Mañana;10;33;Mujer
